"AccountName","TenantId","Environment","SubscriptionId","SubscriptionName","DateTimeCollected"
,"16b3c013-d300-468d-ac64-7eda0820b6d3","AzureCloud","58aa6c07-2c69-4922-9196-19aed3771a8e","MCAPS-Hybrid-REQ-38837-2022-weishi","5/13/2025 1:30:53 AM"
